epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,30.4087,1.1146,1.85256,1.02582,0.03,0.64286,0.02538,0.0109,1.7016,3.42481,1.04712,0.0002416,0.0002416,0.0002416
22,31.6748,0.8773,1.65316,0.94659,0.03,0.64286,0.02538,0.0109,1.7016,3.42481,1.04712,0.000245364,0.000245364,0.000245364
23,32.9417,1.12522,1.83455,0.92788,0.03333,0.71429,0.02897,0.01127,1.71496,3.41844,1.05483,0.000248336,0.000248336,0.000248336
24,34.2625,1.37317,2.64169,1.08846,0.03333,0.71429,0.02897,0.01127,1.71496,3.41844,1.05483,0.000250516,0.000250516,0.000250516
25,35.5176,1.49877,2.15354,1.00485,0.03333,0.71429,0.02922,0.01262,1.75136,3.41288,1.06319,0.000251904,0.000251904,0.000251904
26,36.8975,0.80656,1.65006,0.94592,0.03333,0.71429,0.02922,0.01262,1.75136,3.41288,1.06319,0.0002525,0.0002525,0.0002525
27,38.3271,0.92554,1.76815,0.96717,0.03333,0.71429,0.03,0.01328,1.7769,3.40729,1.06603,0.000252304,0.000252304,0.000252304
28,39.5737,1.10919,1.89503,1.083,0.03333,0.71429,0.03,0.01328,1.7769,3.40729,1.06603,0.000251316,0.000251316,0.000251316
29,40.967,1.06646,1.67664,0.9505,0.03333,0.71429,0.03027,0.01292,1.81339,3.40301,1.07067,0.000249536,0.000249536,0.000249536
30,42.1526,1.08505,2.01033,1.08553,0.03333,0.71429,0.03027,0.01292,1.81339,3.40301,1.07067,0.000246964,0.000246964,0.000246964
31,43.4101,1.09527,2.0123,1.00917,0.03333,0.71429,0.03027,0.01295,1.86403,3.39546,1.08861,0.0002436,0.0002436,0.0002436
32,44.619,0.94918,2.15448,0.98883,0.03333,0.71429,0.03027,0.01295,1.86403,3.39546,1.08861,0.000239444,0.000239444,0.000239444
33,45.9024,0.85915,1.3899,0.90219,0.03333,0.71429,0.03162,0.01351,1.86374,3.39484,1.08999,0.000234496,0.000234496,0.000234496
34,47.0692,0.86967,1.50426,0.96372,0.03333,0.71429,0.03162,0.01351,1.86374,3.39484,1.08999,0.000228756,0.000228756,0.000228756
35,48.3337,1.06102,1.42916,1.10482,0.03333,0.71429,0.03172,0.0129,1.86157,3.38945,1.09271,0.000222224,0.000222224,0.000222224
36,49.4906,0.91486,1.40147,0.96465,0.03333,0.71429,0.03172,0.0129,1.86157,3.38945,1.09271,0.0002149,0.0002149,0.0002149
37,50.7661,0.73432,1.25618,0.87636,0.03333,0.71429,0.03083,0.01301,1.86009,3.37859,1.09653,0.000206784,0.000206784,0.000206784
38,51.9027,0.89685,1.25755,0.98749,0.03333,0.71429,0.03083,0.01301,1.86009,3.37859,1.09653,0.000197876,0.000197876,0.000197876
39,53.1452,0.9032,1.2877,0.87629,0.03333,0.71429,0.03036,0.01261,1.86599,3.36801,1.10205,0.000188176,0.000188176,0.000188176
40,54.3211,0.78356,1.7928,0.9202,0.03333,0.71429,0.03036,0.01261,1.86599,3.36801,1.10205,0.000177684,0.000177684,0.000177684
41,55.5519,1.10534,1.31443,0.94139,0.03,0.64286,0.02741,0.01198,1.85805,3.36309,1.104,0.0001664,0.0001664,0.0001664
42,56.734,1.03515,1.16455,1.22695,0.03,0.64286,0.02741,0.01198,1.85805,3.36309,1.104,0.000154324,0.000154324,0.000154324
43,57.9593,0.8936,1.18568,1.03456,0.03,0.64286,0.02768,0.01208,1.8627,3.36253,1.11441,0.000141456,0.000141456,0.000141456
44,59.1338,0.89645,1.0938,0.92211,0.03,0.64286,0.02768,0.01208,1.8627,3.36253,1.11441,0.000127796,0.000127796,0.000127796
45,60.7486,0.8088,1.10624,0.8385,0.03,0.64286,0.02776,0.01195,1.85948,3.35945,1.12171,0.000113344,0.000113344,0.000113344
46,62.0509,0.7582,1.1772,0.85249,0.03,0.64286,0.02776,0.01195,1.85948,3.35945,1.12171,9.81e-05,9.81e-05,9.81e-05
47,63.4177,0.74889,1.21301,0.85209,0.03,0.64286,0.02765,0.0119,1.84394,3.35452,1.12373,8.2064e-05,8.2064e-05,8.2064e-05
48,64.5677,1.16268,1.259,0.91343,0.03,0.64286,0.02765,0.0119,1.84394,3.35452,1.12373,6.5236e-05,6.5236e-05,6.5236e-05
49,65.7855,1.145,1.28085,1.00571,0.03,0.64286,0.02698,0.01143,1.82525,3.34117,1.1155,4.7616e-05,4.7616e-05,4.7616e-05
50,66.9292,0.96823,1.11324,0.96373,0.03,0.64286,0.02698,0.01143,1.82525,3.34117,1.1155,2.9204e-05,2.9204e-05,2.9204e-05
