epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,24.858,1.80221,2.91818,1.26093,0.01667,0.35714,0.01133,0.00293,1.86195,3.48874,1.12525,0.000251904,0.000251904,0.000251904
26,25.7387,1.12493,2.3663,1.20128,0.01667,0.35714,0.01133,0.00293,1.86195,3.48874,1.12525,0.0002525,0.0002525,0.0002525
27,26.665,1.48588,2.31789,1.3912,0.02,0.42857,0.01437,0.00435,1.85612,3.49171,1.12743,0.000252304,0.000252304,0.000252304
28,27.5246,1.41873,2.42461,1.24886,0.02,0.42857,0.01437,0.00435,1.85612,3.49171,1.12743,0.000251316,0.000251316,0.000251316
29,28.4579,1.55725,2.47113,1.32646,0.01333,0.28571,0.00868,0.00286,1.85105,3.49532,1.12638,0.000249536,0.000249536,0.000249536
30,29.3581,1.63203,2.59534,1.42279,0.01333,0.28571,0.00868,0.00286,1.85105,3.49532,1.12638,0.000246964,0.000246964,0.000246964
31,30.2821,1.56872,2.7276,1.4459,0.01,0.21429,0.00638,0.0014,1.86427,3.49351,1.12855,0.0002436,0.0002436,0.0002436
32,31.1582,1.60144,2.76428,1.40208,0.01,0.21429,0.00638,0.0014,1.86427,3.49351,1.12855,0.000239444,0.000239444,0.000239444
33,32.0893,1.22287,2.29418,1.08932,0.01,0.21429,0.0062,0.00276,1.87256,3.48391,1.13071,0.000234496,0.000234496,0.000234496
34,33.2346,1.39612,2.42965,1.31489,0.01,0.21429,0.0062,0.00276,1.87256,3.48391,1.13071,0.000228756,0.000228756,0.000228756
35,34.2131,1.41239,2.54153,1.47809,0.02,0.42857,0.01449,0.00571,1.86374,3.47487,1.12926,0.000222224,0.000222224,0.000222224
36,35.1212,1.66248,2.35698,1.30102,0.02,0.42857,0.01449,0.00571,1.86374,3.47487,1.12926,0.0002149,0.0002149,0.0002149
37,36.1213,1.20068,2.2126,1.15249,0.02,0.42857,0.01452,0.00546,1.84643,3.47489,1.12734,0.000206784,0.000206784,0.000206784
38,37.0474,1.20549,1.99374,1.16258,0.02,0.42857,0.01452,0.00546,1.84643,3.47489,1.12734,0.000197876,0.000197876,0.000197876
39,38.0375,1.20843,2.45616,1.21046,0.02333,0.5,0.01774,0.00729,1.83362,3.47404,1.12597,0.000188176,0.000188176,0.000188176
40,38.9946,1.57559,2.81274,1.4181,0.02333,0.5,0.01774,0.00729,1.83362,3.47404,1.12597,0.000177684,0.000177684,0.000177684
41,39.988,1.75371,2.62126,1.27693,0.02333,0.5,0.01786,0.00684,1.83906,3.46695,1.12645,0.0001664,0.0001664,0.0001664
42,40.9907,1.27864,2.37105,1.3397,0.02333,0.5,0.01786,0.00684,1.83906,3.46695,1.12645,0.000154324,0.000154324,0.000154324
43,42.1188,1.26568,2.19317,1.21794,0.02333,0.5,0.01815,0.00742,1.84943,3.46655,1.1301,0.000141456,0.000141456,0.000141456
44,43.0884,1.36089,2.10176,1.22667,0.02333,0.5,0.01815,0.00742,1.84943,3.46655,1.1301,0.000127796,0.000127796,0.000127796
45,44.0112,1.21479,2.13715,1.09259,0.02667,0.57143,0.02154,0.00875,1.84807,3.4616,1.12909,0.000113344,0.000113344,0.000113344
46,44.9065,1.34376,2.1512,1.12933,0.02667,0.57143,0.02154,0.00875,1.84807,3.4616,1.12909,9.81e-05,9.81e-05,9.81e-05
47,45.857,1.21536,2.12368,1.06101,0.02333,0.5,0.01824,0.00753,1.85585,3.45153,1.12561,8.2064e-05,8.2064e-05,8.2064e-05
48,46.7679,1.5934,2.62792,1.17327,0.02333,0.5,0.01824,0.00753,1.85585,3.45153,1.12561,6.5236e-05,6.5236e-05,6.5236e-05
49,47.6807,1.68853,2.66033,1.3795,0.02,0.42857,0.01449,0.00535,1.87742,3.43979,1.11967,4.7616e-05,4.7616e-05,4.7616e-05
50,48.5745,1.19693,2.1059,1.17998,0.02,0.42857,0.01449,0.00535,1.87742,3.43979,1.11967,2.9204e-05,2.9204e-05,2.9204e-05
