epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,32201.4,0.37723,0.57628,0.88267,0.92936,0.86245,0.9537,0.9457,0.18323,0.3702,0.78263,0.001406,0.001406,0.001406
17,34124,0.37776,0.55986,0.87895,0.71082,0.79554,0.7942,0.62903,0.63833,0.81401,0.9274,0.0013664,0.0013664,0.0013664
18,36043.2,0.36944,0.57049,0.87541,0.85505,0.9145,0.95879,0.9394,0.21995,0.47936,0.79786,0.0013268,0.0013268,0.0013268
19,37961.9,0.36967,0.55696,0.88085,0.85237,0.9444,0.9592,0.95463,0.17321,0.36672,0.7814,0.0012872,0.0012872,0.0012872
20,39879,0.35736,0.56385,0.88069,0.00274,0.01115,0.00143,0.00014,3.82146,6.30313,4.22515,0.0012476,0.0012476,0.0012476
21,41802.1,0.35747,0.54115,0.87333,0.14002,0.05576,0.04562,0.01516,2.90533,5.44693,2.69917,0.001208,0.001208,0.001208
22,43732.5,0.33718,0.52207,0.867,0.64627,0.62825,0.69482,0.47692,1.0001,1.31944,1.02822,0.0011684,0.0011684,0.0011684
23,45651.6,0.35203,0.53692,0.87698,0.91347,0.85874,0.95971,0.95456,0.16085,0.3818,0.78079,0.0011288,0.0011288,0.0011288
24,47571,0.34211,0.51864,0.87808,0.84699,0.86429,0.93522,0.91327,0.25508,0.51903,0.80297,0.0010892,0.0010892,0.0010892
25,49486.1,0.33384,0.52051,0.87121,0.85336,0.95185,0.96766,0.96381,0.1494,0.33397,0.77733,0.0010496,0.0010496,0.0010496
26,51402.3,0.32897,0.50231,0.86534,0.52683,0.50558,0.53617,0.38626,0.98789,1.2423,1.10164,0.00101,0.00101,0.00101
27,53321.3,0.32386,0.50676,0.86689,0.00214,0.01115,0.0011,0.00018,2.83587,6.29664,3.11675,0.0009704,0.0009704,0.0009704
28,55256.6,0.31649,0.49179,0.86817,0.90495,0.92026,0.96549,0.96128,0.15123,0.31607,0.77781,0.0009308,0.0009308,0.0009308
29,57178.6,0.31376,0.49791,0.86681,0.0024,0.01115,0.00125,0.00025,3.66477,6.42769,4.29179,0.0008912,0.0008912,0.0008912
30,59104.2,0.3166,0.50201,0.86806,0.87612,0.92021,0.96372,0.95804,0.15382,0.46667,0.77999,0.0008516,0.0008516,0.0008516
31,61013.5,0.31564,0.48539,0.87782,0.89685,0.9145,0.96612,0.96156,0.14653,0.34101,0.77745,0.000812,0.000812,0.000812
32,62929.6,0.30999,0.4828,0.8652,0.87225,0.95167,0.96758,0.96384,0.15263,0.31739,0.77696,0.0007724,0.0007724,0.0007724
33,64846.6,0.31061,0.48722,0.86584,0.91293,0.91078,0.96699,0.96275,0.14306,0.32766,0.77657,0.0007328,0.0007328,0.0007328
34,66761.6,0.29893,0.46579,0.86423,0.89264,0.9273,0.95945,0.95624,0.1423,0.32704,0.77636,0.0006932,0.0006932,0.0006932
35,68678,0.30304,0.46859,0.86784,0.88428,0.93742,0.95644,0.95416,0.14304,0.33523,0.7752,0.0006536,0.0006536,0.0006536
36,70591.6,0.28562,0.45841,0.86137,0.8953,0.95365,0.97185,0.97013,0.13567,0.29136,0.77471,0.000614,0.000614,0.000614
37,72508.4,0.28687,0.45515,0.86129,0.93255,0.90706,0.97141,0.96883,0.12675,0.32145,0.77467,0.0005744,0.0005744,0.0005744
38,74426,0.28044,0.44996,0.85796,0.88305,0.94796,0.97262,0.97009,0.12676,0.28544,0.77376,0.0005348,0.0005348,0.0005348
39,76341.8,0.28908,0.45205,0.86387,0.91133,0.9368,0.97323,0.97075,0.12594,0.27603,0.77394,0.0004952,0.0004952,0.0004952
40,78249.9,0.27567,0.44049,0.86046,0.89625,0.93128,0.97001,0.96611,0.1279,0.29146,0.77459,0.0004556,0.0004556,0.0004556
41,80145.5,0.15937,0.32451,0.76815,0.89117,0.93309,0.96814,0.96604,0.1249,0.30135,0.77298,0.000416,0.000416,0.000416
42,82036.6,0.15639,0.31822,0.7723,0.93006,0.91078,0.97407,0.97143,0.11793,0.27204,0.77182,0.0003764,0.0003764,0.0003764
43,83937.8,0.15309,0.30898,0.76977,0.89108,0.94278,0.97168,0.96853,0.13703,0.27425,0.77373,0.0003368,0.0003368,0.0003368
44,85832.1,0.14888,0.30946,0.76796,0.92773,0.90673,0.97306,0.97002,0.12282,0.2678,0.77271,0.0002972,0.0002972,0.0002972
45,87724.6,0.14653,0.3002,0.76858,0.93278,0.92852,0.97229,0.96987,0.12062,0.25873,0.7721,0.0002576,0.0002576,0.0002576
46,89613.3,0.14124,0.29609,0.76713,0.91908,0.92888,0.97478,0.97256,0.11336,0.25693,0.77174,0.000218,0.000218,0.000218
47,91507.6,0.13354,0.28332,0.77013,0.91717,0.9368,0.97585,0.97344,0.11016,0.24719,0.77171,0.0001784,0.0001784,0.0001784
48,93397.1,0.13136,0.27228,0.76305,0.91993,0.9396,0.97495,0.97299,0.1116,0.24958,0.77224,0.0001388,0.0001388,0.0001388
49,95291.5,0.12777,0.26689,0.76295,0.92316,0.93788,0.9766,0.97417,0.10498,0.24209,0.77143,9.92e-05,9.92e-05,9.92e-05
50,97188.2,0.1242,0.25787,0.76333,0.92922,0.92728,0.97706,0.97478,0.10515,0.24126,0.77157,5.96e-05,5.96e-05,5.96e-05
